normalized_form	reading	japanese_text	english_text
二卵性	ニランセイ	「似てないわよね」「二卵性だからね」	"You don't look like each other." "That's because we're fraternal twins."
偏る	カタヨル	ハンバーガーばかり食べていると、栄養が偏るよ。	Your diet is going to be really unbalanced if all you eat is hamburgers.
冥王星	メイオウセイ	昔々、冥王星がまだ惑星だったころ、トムという男の子がいました。	A long time ago when Pluto was still a planet, there was a boy named Tom.
穣崇	シゲタカ	絵文字は、１９９９年に日本の芸術家である栗田穣崇さんによって紹介されたのが始まりです。	Emojis were first introduced in 1999 by Japanese artist Shigetaka Kurita.
栗田	クリタ	絵文字は、１９９９年に日本の芸術家である栗田穣崇さんによって紹介されたのが始まりです。	Emojis were first introduced in 1999 by Japanese artist Shigetaka Kurita.
寝転ぶ	ネコロブ	僕は少年の頃よく草の上に寝転んで白い雲を眺めたものだった。	As a boy, I used to lie on my back on the grass and look at white clouds.
許可証	キョカショウ	ちょっとまて、君。許可証がなければここへは入れないよ。	Hold your horses, young man. You can't enter here unless you have a pass.
一時停止	イチジテイシ	彼は一時停止の標識を見ていなかったので、通りを渡ろうとしていた子供をもう少しではねてしまうところだった。	He didn't see the stop sign and almost hit the child crossing the street.
メット	メット	トムがメットつけてたら、あんなひどい怪我してなかったよ。	If Tom had been wearing a helmet, he wouldn't have been injured so badly.
セーフティー	セイフティ	もしあればセイフティボックスに貴重品を保管したいのですが。	I'd like to put my valuables in a safe deposit box, if any are available.
適正	テキセイ	従業員を満足させたいのであれば、彼らに適正賃金を支払わなければならない。	If you want your workers to be happy, you need to pay them a decent wage.
証明書	ショウメイショ	もし予防接種証明書があったらお持ちください。	If you have a certificate of immunization, please bring it when you come.
曇天	ドンテン	曇天の日は晴天のときより音がよく聞こえるのです。	On cloudy days, you can hear distant sounds better than in clear weather.
修道女	シュウドウジョ	マザー・テレサはインドのカルカッタに住んで働いていたカトリックの修道女であった。	Mother Teresa was a Catholic nun who lived and worked in Calcutta, India.
カルカッタ	カルカッタ	マザー・テレサはインドのカルカッタに住んで働いていたカトリックの修道女であった。	Mother Teresa was a Catholic nun who lived and worked in Calcutta, India.
スプートニク	スプートニク	世界初の人工衛星はスプートニク1号で、ロシアにより1957年に打ち上げられた。	The first artificial satellite was Sputnik 1, launched by Russia in 1957.
1957	イチキュウゴナナ	世界初の人工衛星はスプートニク1号で、ロシアにより1957年に打ち上げられた。	The first artificial satellite was Sputnik 1, launched by Russia in 1957.
人工衛星	ジンコウエイセイ	世界初の人工衛星はスプートニク1号で、ロシアにより1957年に打ち上げられた。	The first artificial satellite was Sputnik 1, launched by Russia in 1957.
自衛隊	ジエイタイ	政府が自衛隊に沖縄への災害派遣を要請した。	The government asked the SDF for a disaster relief deployment to Okinawa.
要請	ヨウセイ	政府が自衛隊に沖縄への災害派遣を要請した。	The government asked the SDF for a disaster relief deployment to Okinawa.
落ち込み	オチコミ	市長は税収入の落ち込みについて調査すべきだと思った。	The mayor thought that he should investigate the decline in tax revenues.
不一致	フイッチ	労働側と経営側の意見不一致はストライキに行きつくかもしれない。	The disagreement between the union and management could lead to a strike.
首脳	シュノウ	首脳会談は世界中で同時に放送される予定だ。	The summit talks are to be broadcast simultaneously throughout the world.
ごそごそ	ゴソゴソ	隣の部屋では、夜遅くまで起きてごそごそしている音がする。	The people in the next room stay up until all hours doing God knows what.
皺寄せ	シワヨセ	深刻な就職難のしわ寄せが、そういった不法就労の外国人労働者にまで及んでいる。	The serious job shortage is also affecting those illegal foreign workers.
就労	シュウロウ	深刻な就職難のしわ寄せが、そういった不法就労の外国人労働者にまで及んでいる。	The serious job shortage is also affecting those illegal foreign workers.
FLASH	フラッシュ	トムはiPadは欲しくない。彼が欲しいのはFlashをサポートした携帯デバイスだ。	Tom doesn't want an iPad. He wants a portable device that supports Flash.
排する	ハイシ	少年たちは「万難を排して決行しましょう」と言った。	The young men said that they would do it despite all of the difficulties.
万難	バンナン	少年たちは「万難を排して決行しましょう」と言った。	The young men said that they would do it despite all of the difficulties.
外来	ガイライ	君は外来思想に偏見を抱いているようだ。	You seem to be prejudiced against ideas that come from foreign countries.
言い分	イイブン	双方の言い分を聞かないと真相は分からない。	You cannot learn the truth unless you hear what both parties have to say.
張り付ける	ハリツケル	あなたのページに、私どもの会社のウェブリンクを貼り付けていただけませんか。	Would you mind putting a link on your web page to our company's web site?
圧倒的	アットウテキ	世論調査の結果から、圧倒的多数の人がその法律を支持していることがわかる。	A poll shows that an overwhelming majority is in favor of the legislation.
付け合う	ツケアウ	引力とは、物体が相互に引き付け合う自然界の力のことである。	Gravity is the natural force by which objects are attracted to each other.
自然界	シゼンカイ	引力とは、物体が相互に引き付け合う自然界の力のことである。	Gravity is the natural force by which objects are attracted to each other.
物体	ブッタイ	引力とは、物体が相互に引き付け合う自然界の力のことである。	Gravity is the natural force by which objects are attracted to each other.
県	ケン	私はきっと彼と気が合うと思います。私たちは同じ県の出身だから。	I am sure I'll get along with him because we are from the same prefecture.
弾き語り	ヒキガタリ	噴水の前では若い女性がギターの弾き語りをしていた。	A young woman was singing and playing the guitar in front of the fountain.
遅め	オソメ	いつもより遅めに家を出たのだが、運よく電車には間に合った。	I left home later than usual, but fortunately I was in time for the train.
ぷんぷん	プンプン	隣に座った男の人がウイスキーのにおいをプンプンとさせて、がまんできなかった。	I just couldn't put up with the man smelling of whisky sitting next to me.
東大	トウダイ	東大をめざして頑張ってきましたが、考えを変えました。	I was going to try to get into Tokyo University, but I've changed my mind.
こちこち	コチコチ	静まり返った部屋の中では、古い時計のコチコチいう音だけが響いていた。	In the quiet room, only the sound of the old clock ticking could be heard.
理屈	リクツ	幼い子供が警官より走るのが速いと信じるのは理屈に合わない。	It is absurd to believe that young children can run faster than policemen.
うつす	ウツス	風邪って人にうつすと治るってほんと？	Is it true that you recover from colds when you give them to someone else?
会議場	カイギジョウ	もっと会議場に近い場所の部屋の方がよろしければ、ご連絡下さい。	If you'd prefer a room closer to the Convention Center, please contact us.
採寸	サイスン	スーツを仕立てるときは、正確な採寸が必要となります。	It's necessary to take correct measurements when you are tailoring a suit.
艶やか	ツヤヤカ	最後に出て行ったのは背の高い男で、顔は青白く、つややかな黒い髪をしていた。	The last to leave was a tall man, with a pale face and smooth, black hair.
聞き込み	キキコミ	刑事は文字通り何千人もの人に事件についての聞き込みを行った。	The detective questioned literally thousands of people about the incident.
物資	ブッシ	救急隊が地震の被災者に物資を配る予定です。	The rescue workers are going to hand out supplies to the victims of the earthquake.
へたばる	ヘタバッ	頂上までまだ半分以上あるのに、もうへたばったの？	We're less than halfway to the top of the mountain. Are you already tired?
細か	コマカ	教師があまり厳しいと、学生は細かな点で気をつけなければならない。	When the teacher is very strict, the students must mind their P's and Q's.
顔写真	カオシャシン	自分の顔が、パスポートの顔写真のようになってきたら、旅に出た方がいい。	When you start looking like your passport photo you should go on vacation.
ビアガーデン	ビアガーデン	ビアガーデンに客がたくさんいるかどうかは天気次第だ。	Whether or not beer gardens get a lot of customers depends on the weather.
陰る	カゲッ	「散歩に行かない？」「もう少し日が陰ってからにしようよ」	"Do you want to go for a walk?" "Let's wait until the sun goes down a bit."
海洋	カイヨウ	空気中の水分の内90%は海洋、湖沼、河川から蒸発したものだ。	Evaporation from oceans, lakes, and rivers creates 90% of the water in air.
湖沼	コショウ	空気中の水分の内90%は海洋、湖沼、河川から蒸発したものだ。	Evaporation from oceans, lakes, and rivers creates 90% of the water in air.
一貫校	イッカンコウ	その学校は、中・高一貫校だということを頭の片隅にでも入れておいて下さい。	Bear in mind that that school is an integrated junior high and high school.
片隅	カタスミ	その学校は、中・高一貫校だということを頭の片隅にでも入れておいて下さい。	Bear in mind that that school is an integrated junior high and high school.
取り調べる	トリシラベル	事件の原因を取り調べるために実情調査委員会が作られた。	A fact-finding committee was set up to determine the cause of the incident.
実情	ジツジョウ	事件の原因を取り調べるために実情調査委員会が作られた。	A fact-finding committee was set up to determine the cause of the incident.
二手	フタテ	決めること決めちゃって、その後は二手に分かれるよ？	Let's decide what needs to be decided, then let's split into two teams, OK?
生前	セイゼン	生前に無名であった多くの偉大な思想家は、死後に名声を得た。	Many great thinkers who were unknown while alive became famous after death.
無名	ムメイ	生前に無名であった多くの偉大な思想家は、死後に名声を得た。	Many great thinkers who were unknown while alive became famous after death.
思想家	シソウカ	生前に無名であった多くの偉大な思想家は、死後に名声を得た。	Many great thinkers who were unknown while alive became famous after death.
議決	ギケツ	理事会は海外の持ち株を放棄することを議決しました。	The Board of Trustees voted to divest the organization's overseas holdings.
理事会	リジカイ	理事会は海外の持ち株を放棄することを議決しました。	The Board of Trustees voted to divest the organization's overseas holdings.
持ち株	モチカブ	理事会は海外の持ち株を放棄することを議決しました。	The Board of Trustees voted to divest the organization's overseas holdings.
関税	カンゼイ	日本が不当な関税を撤廃しない限り、合衆国は制裁を科すだろう。	Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.
制裁	セイサイ	日本が不当な関税を撤廃しない限り、合衆国は制裁を科すだろう。	Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.
盆踊り	ボンオドリ	トムに「一緒に盆踊りに行こう」って誘われちゃった。	Tom asked me whether I would like to go to the Bon Festival dance with him.
意味深	イミシン	あのドラマ、最後にいつも意味深な言葉を言って終わるよね。	Each episode of that TV drama ends with somebody delivering a profound line.
立ち通し	タチドオシ	列車が混んでいたので、我々は大阪までずっと立ち通しだった。	The train was so crowded that we were obliged to stand all the way to Osaka.
余命	ヨメイ	もしも余命1週間だとしたら、あなたは何をして過ごしますか？	If you only had one more week to live, what would you spend your time doing?
ハムサンド	ハムサンド	ピーナッツバターサンドを持ってきた子もいれば、ハムサンドやチーズサンドを持ってきた子もいた。	Some children brought peanut butter sandwiches, some ham, and others cheese.
引き抜き	ヒキヌキ	社長は新しいセールスマネージャーを入れるため、引き抜き専門の人物を雇った。	The company president has hired a headhunter to find us a new sales manager.
セールス	セールス	社長は新しいセールスマネージャーを入れるため、引き抜き専門の人物を雇った。	The company president has hired a headhunter to find us a new sales manager.
渋谷駅	シブヤエキ	忠犬ハチ公の像は渋谷駅前に立っている。	The statue of Hachiko, the faithful dog, stands in front of Shibuya Station.
忠犬	チュウケン	忠犬ハチ公の像は渋谷駅前に立っている。	The statue of Hachiko, the faithful dog, stands in front of Shibuya Station.
ハチ公	ハチコウ	忠犬ハチ公の像は渋谷駅前に立っている。	The statue of Hachiko, the faithful dog, stands in front of Shibuya Station.
指令	シレイ	消防隊は指令を受けてから５分以内で現場に来ていた。	The fire brigade was on the scene within five minutes of receiving the call.
消防	ショウボウ	消防隊は指令を受けてから５分以内で現場に来ていた。	The fire brigade was on the scene within five minutes of receiving the call.
製本	セイホン	その女の子は、数冊の本を抱えていた。教科書じゃなく、分厚い上製本。	The girl was carrying several books, not textbooks but thick hardback books.
他方	タホウ	その双子はよく似ているので一方を他方と区別するのはほとんど不可能だ。	The twins look so much alike that it's almost impossible to tell them apart.
ぎざぎざ	ギザギザ	刃にぎざぎざが付いているので、このナイフはパンのようなものを切り分けるのに最適だ。	The knife's serrated edge makes it perfect for cutting such things as bread.
刃	ハ	刃にぎざぎざが付いているので、このナイフはパンのようなものを切り分けるのに最適だ。	The knife's serrated edge makes it perfect for cutting such things as bread.
ミスプリント	ミスプリント	この教科書は、急いで印刷したためにミスプリントがたくさんある。	This textbook, having been printed in haste, has a lot of printing mistakes.
真意	シンイ	著者の真意を知るためには、行間を読まなければいけません。	You have to read between the lines to know the true intention of the author.
ガンメーカー	ガンメーカー	通常、これらの職人はガンメーカーの職人の下で長期間の実習をします。	Generally, these craftsmen serve long apprenticeships under master gunmakers.
上げ足	アゲアシ	人の揚げ足を取るばかりじゃなく、もっと建設的な意見を言ってくれないかな。	All you ever do is nitpick. I wish you could say something more constructive.
趣旨	シュシ	私の申し出に応じられないという趣旨の手紙を彼から受け取った。	I received a letter from him to the effect that he could not accept my offer.
ギブアップ	ギブアップ	苦しかったらギブアップして、お姉さんのお願いを聞きなさいっ。	If you can't take it, give up and do what I, your older sister, asked of you.
聞き做す	キキナサ	苦しかったらギブアップして、お姉さんのお願いを聞きなさいっ。	If you can't take it, give up and do what I, your older sister, asked of you.
合羽	カッパ	お前の合羽がなかったら、俺もびしょびしょになってたろうな。	If it had not been for your raincoat, I would have been drenched to the skin.
捌ける	ハケ	日本ではね、調理師は特別な試験を受けないとフグを捌けないんだ。	In Japan, chefs must take a special exam to be allowed to prepare pufferfish.
調理師	チョウリシ	日本ではね、調理師は特別な試験を受けないとフグを捌けないんだ。	In Japan, chefs must take a special exam to be allowed to prepare pufferfish.
ニート	ニート	トム、３０にもなってまだニートやってるんだぜ。	In spite of the fact that Tom is thirty, he's still dependent on his parents.
捌く	サバク	日本では、料理人がフグを捌くためには、特別な試験を受けなければならない。	In Japan, chefs must take a special exam to be allowed to prepare pufferfish.
米寿	ベイジュ	父方の祖父は明日米寿を迎える。	My grandfather on my father's side is celebrating his 88th birthday tomorrow.
焼け石	ヤケイシ	ローン地獄で、ボーナスもらっても焼け石に水だよ。	My bonus doesn't come close to covering all the loan payments I have to make.
但し	タダシ	配偶者を殺すのは、婚姻関係を終わらせる一つの方法です。ただし、良しとされることではありません。	Killing your spouse is one way to end a marriage. However, it's frowned upon.
婚姻関係	コンインカンケイ	配偶者を殺すのは、婚姻関係を終わらせる一つの方法です。ただし、良しとされることではありません。	Killing your spouse is one way to end a marriage. However, it's frowned upon.
配偶者	ハイグウシャ	配偶者を殺すのは、婚姻関係を終わらせる一つの方法です。ただし、良しとされることではありません。	Killing your spouse is one way to end a marriage. However, it's frowned upon.
還暦	カンレキ	母方の祖父は明日還暦を迎える。	My grandfather on my mother's side is celebrating his 60th birthday tomorrow.
粉砂糖	コナザトウ	ふつうホットケーキは粉砂糖、バター、時にはシロップとともに出されます。	Pancakes are served with powdered sugar and butter, and sometimes with syrup.
シロップ	シロップ	ふつうホットケーキは粉砂糖、バター、時にはシロップとともに出されます。	Pancakes are served with powdered sugar and butter, and sometimes with syrup.
断絶	ダンゼツ	それ以来カナダとイランの国交は断絶している。	Since then, diplomatic relations between Canada and Iran have been suspended.
国交	コッコウ	それ以来カナダとイランの国交は断絶している。	Since then, diplomatic relations between Canada and Iran have been suspended.
長野県	ナガノケン	去年の夏に私が訪れた村は長野県の小さな村だった。	The village which I visited last summer was a small one in Nagano Prefecture.
取り返し	トリカエシ	あんな人種差別の発言をするなんて、あの政治家も取り返しのつかないことを口にしたものだ。	That politician put his foot in his mouth when he made those racist comments.
便宜	ベンギ	旅行者の便宜をはかって高速道路沿いに多くの休憩場所がある。	There are many rest stops along the freeway for the convenience of travelers.
親元	オヤモト	トムはこの春から親元を離れて一人暮らしをしている。	Tom left his parents' house this spring and has been living alone since then.
小動物	ショウドウブツ	この森には、キツネ、リス、ハリネズミといったたくさんの小動物が住んでるんだ。	Foxes, squirrels, hedgehogs, and many other small animals live in this forest.
いがらっぽい	イガラッポイ	朝から喉がいがらっぽいんだ。風邪でも引いたかな。	I've had a scratchy throat since this morning. I wonder if I've caught a cold.
症	ショウ	私はあがり症なので、人前で話すのが苦手です。	I'm the type who gets nervous in front of people, so I'm bad at speech making.
こたえる	コタエル	両親の期待にこたえることは、息子にとってはつねに難しいことです。	It's always difficult for a son to live up to the expectations of his parents.
リンドバーグ	リンドバーグ	リンドバーグの大西洋横断無着陸単独飛行はめざましい偉業であった。	Lindbergh's solo nonstop transatlantic flight was a remarkable accomplishment.
大西洋	タイセイヨウ	リンドバーグの大西洋横断無着陸単独飛行はめざましい偉業であった。	Lindbergh's solo nonstop transatlantic flight was a remarkable accomplishment.
偉業	イギョウ	リンドバーグの大西洋横断無着陸単独飛行はめざましい偉業であった。	Lindbergh's solo nonstop transatlantic flight was a remarkable accomplishment.
単独	タンドク	リンドバーグの大西洋横断無着陸単独飛行はめざましい偉業であった。	Lindbergh's solo nonstop transatlantic flight was a remarkable accomplishment.
閉口	ヘイコウ	隣の家の人々は我々が昨夜大騒ぎをしたので閉口した。	The people next door were annoyed with us for making so much noise last night.
アルベルト	アルベルト	アルベルト・アインシュタインの相対性理論は、世界で最も有名な法則である。	Albert Einstein's theory of relativity is the most famous formula in the world.
相対性理論	ソウタイセイリロン	アルベルト・アインシュタインの相対性理論は、世界で最も有名な法則である。	Albert Einstein's theory of relativity is the most famous formula in the world.
修得	シュウトク	多くの技術を修得すればするほど、社会に対して大きな貢献をすることができる。	The more skills one masters, the greater contribution one can make to society.
事象	ジショウ	事象として簡単なことを、いかにも難しそうに表現する人は、あまり頭がよさそうではない。	A person who makes an easy matter sound difficult does not seem to be so smart.
オーケストラ	オーケストラ	彼らはコンサートホールの最前列に座ってオーケストラを聞いた。	They sat in the front row of the concert hall and heard the orchestra clearly.
映画界	エイガカイ	トムは映画界にデビューするとすぐに１０代の若者の間で人気が出た。	Tom became popular among teenagers as soon as he made his debut on the screen.
デビュー	デビュー	トムは映画界にデビューするとすぐに１０代の若者の間で人気が出た。	Tom became popular among teenagers as soon as he made his debut on the screen.
カタルーニャ州	カタルーニャシュウ	バルセロナはカタルーニャ州の州都であり、スペイン第2の都市です。	Barcelona is the capital of Catalonia, and is the second biggest city in Spain.
バルセロナ	バルセロナ	バルセロナはカタルーニャ州の州都であり、スペイン第2の都市です。	Barcelona is the capital of Catalonia, and is the second biggest city in Spain.
チャールズ	チャールズ	チャールズ・リンドバーグは１９２７年にはじめて大西洋単独横断飛行に成功した。	Charles Lindbergh made the first solo flight across the Atlantic Ocean in 1927.
1927	イチキュウニナナ	チャールズ・リンドバーグは１９２７年にはじめて大西洋単独横断飛行に成功した。	Charles Lindbergh made the first solo flight across the Atlantic Ocean in 1927.
毛頭	モウトウ	私は誰にもこの時計を貸すつもりはありません。ましてや手放すつもりなど毛頭ありません。	I have no intention of lending this watch to anyone, much less parting with it.
支援者	シエンシャ	彼は、翌日ほとんどホテルにいて、友人や支援者と話をした。	He stayed in his hotel most of the next day, talking to friends and supporters.
示威	ジイ	１９６０年代に日本の大学生は政府に対して示威運動を起こした。	In the 1960's, Japanese college students demonstrated against their government.
排出	ハイシュツ	地球温暖化は二酸化炭素の排出と直接関係があると言われている。	It is said that global warming is directly related to carbon dioxide emissions.
シチュエーション	シチュエーション	なんとまあ！こんなシチュエーションで君に会うなんて思ってもいなかったよ。	Oh my gosh! You're the last person I expected to meet in a situation like this.
臍	ヘソ	彼女は姑の気にさわるようなことを言わなければよかったと臍を噛んだ。	She bitterly regretted having said something that displeased her mother-in-law.
闘病	トウビョウ	長い闘病生活の末、夫が亡くなりました。	My husband passed away after having fought against his illness for a long time.
たえる	タエ	新聞は世界の出来事をたえず知らせてくれる。	The newspaper always keeps us informed of the events taking place in the world.
27000000	ニナナレイレイマン	毎年、２７００万エーカーの熱帯雨林が破壊されているのである。	Each year, twenty-seven million acres of the tropical rainforests are destroyed.
代わる	カワル	今日、自動車は、馬に代わる主要な交通手段となっています。	Today, automobiles have replaced horses as the primary means of transportation.
交通手段	コウツウシュダン	今日、自動車は、馬に代わる主要な交通手段となっています。	Today, automobiles have replaced horses as the primary means of transportation.
古池	フルイケ	古池やかわずとびこむ水の音	There is an old pond. There was a frog that jumped in. I could hear the splash.
惑わす	マドワス	流言飛語に惑わされるべからず、とはいうものの、言うは易く行うは難し、と思わない？	They say you shouldn't take rumors seriously, but that's easier said than done.
飛語	ヒゴ	流言飛語に惑わされるべからず、とはいうものの、言うは易く行うは難し、と思わない？	They say you shouldn't take rumors seriously, but that's easier said than done.
流言	リュウゲン	流言飛語に惑わされるべからず、とはいうものの、言うは易く行うは難し、と思わない？	They say you shouldn't take rumors seriously, but that's easier said than done.
取り外す	トリハズス	パンクしたタイヤを取り外してスペアタイヤを取付けられるように、トムは車をジャッキアップした。	Tom jacked up the car, so he could take off the flat tire and put on the spare.
どっこいどっこい	ドッコイドッコイ	「トムとジョンなら、どっちが野球上手いの？」「まあ、どっこいどっこいだな」	"Who's better at baseball, Tom or John?" "Well, I think they're about the same."
ガーターヘビ	ガーターヘビ	その家にガーターヘビが出ることが分かった。あいつらはどこにでもいるぞ！	We found out that the house is infested with garter snakes. They're everywhere.
0120	レイイチニレイ	さらに質問がございましたら、どうぞご遠慮なくフリーダイヤル０１２０—００—００００までお電話下さい。	For further inquiries, please feel free to contact us toll-free at 0120-00-0000.
00	レイレイ	さらに質問がございましたら、どうぞご遠慮なくフリーダイヤル０１２０—００—００００までお電話下さい。	For further inquiries, please feel free to contact us toll-free at 0120-00-0000.
0000	レイレイレイレイ	さらに質問がございましたら、どうぞご遠慮なくフリーダイヤル０１２０—００—００００までお電話下さい。	For further inquiries, please feel free to contact us toll-free at 0120-00-0000.
俯瞰	フカン	経営者には企業全体を俯瞰する目が欠かせない。	For a business owner, having a clear overview of one's entire business is vital.
勉	ツトム	休み中に置き勉してると没収されるんだよな。	If you leave your textbooks at school during the break, they'll get confiscated.
没収	ボッシュウ	休み中に置き勉してると没収されるんだよな。	If you leave your textbooks at school during the break, they'll get confiscated.
勝ち取る	カチトレル	彼は、黒人たちが暴力に頼らずとも平等な権利を勝ち取れると信じていた。	He believed that blacks could win their fight for equal rights without violence.
黒人	コクジン	彼は、黒人たちが暴力に頼らずとも平等な権利を勝ち取れると信じていた。	He believed that blacks could win their fight for equal rights without violence.
有り合わせ	アリアワセ	夕飯は、ありあわせのもので間に合わせます。	Instead of going out shopping, I'll make dinner using food that we already have.
適任者	テキニンシャ	私はその仕事の適任者に選ばれたことを大変喜んでいる。	I'm very glad that I've been singled out as being a suitable person for the job.
慇懃	インギン	あいつの慇懃無礼なものの言い方、思い出すだけで不愉快になるよ。	I find just the memory of his overly polite patronizing manner really offensive.
subway	サブウェイ	イギリスでは地下鉄のことを subway ではなく underground という。	In England, the subway isn't called "the subway", it's called "the underground."
アンダーグラウンド	アンダーグラウンド	イギリスでは地下鉄のことを subway ではなく underground という。	In England, the subway isn't called "the subway", it's called "the underground."
マネ	マネ	イギリス人が本物のアメリカなまりをマネするのはすごく難しいと思います。	I think it's very difficult for an Englishman to imitate a real American accent.
学力	ガクリョク	彼女は語学力を活かせる仕事を探している。	She is looking for a job where she can make use of her foreign language ability.
惨事	サンジ	その惨事を引き起こした火事は、病院の２階から出火した。	The fire that caused the disaster broke out on the second floor of the hospital.
ABC	エービーシー	今日のＡＢＣ交響楽団の演奏は期待はずれだった。	Today's performance of the ABC Symphony Orchestra fell short of my expectations.
壁画	ヘキガ	この壁画からは古代人の生活の片鱗をうかがうことができる。	We can get a glimpse of the lifestyle of ancient people from this wall painting.
片鱗	ヘンリン	この壁画からは古代人の生活の片鱗をうかがうことができる。	We can get a glimpse of the lifestyle of ancient people from this wall painting.
うかがう	ウカガウ	この壁画からは古代人の生活の片鱗をうかがうことができる。	We can get a glimpse of the lifestyle of ancient people from this wall painting.
日朝	ニッチョウ	日朝間にはまだ外交関係が樹立されていない。	Diplomatic relations have not yet been established between Japan and North Korea.
250	ニゴレイ	２５０キロというのは相撲取りとしても並外れた体重だ。	Two hundred fifty kilograms is an extraordinary weight even for a sumo wrestler.
相撲取り	スモウトリ	２５０キロというのは相撲取りとしても並外れた体重だ。	Two hundred fifty kilograms is an extraordinary weight even for a sumo wrestler.
並外れる	ナミハズレ	２５０キロというのは相撲取りとしても並外れた体重だ。	Two hundred fifty kilograms is an extraordinary weight even for a sumo wrestler.
近東	キントウ	フォークは、ヨーロッパや近東地域で長年にわたって使われていたが、それはもっぱら調理用にのみであった。	Forks were used for many years in Europe and the Near East, but only for cooking.
そる	ソッ	彼は素早く起きて、冷たい水で顔を洗い、歯をみがいて、ひげをそった。	He got up quickly, splashed cold water on his face, brushed his teeth and shaved.
余程	ヨホド	よほど重要な用向きでやってきたことが、彼の顔色で分かった。	I could tell by the look on his face that he had come on very important business.
用向き	ヨウムキ	よほど重要な用向きでやってきたことが、彼の顔色で分かった。	I could tell by the look on his face that he had come on very important business.
雪男	ユキオトコ	ヒマラヤ山中で雪男の足跡が発見されたらしい。	I heard that they found the footprints of an abominable snowman in the Himalayas.
断熱	ダンネツ	断熱が悪いと、いくら暖房してもちっとも暖かくならない。	If it's badly insulated, it won't warm up regardless of how much heating you use.
1906	イチキュウレイロク	１９０６年のある日、タッド・ドーガンという名の新聞漫画家が野球の試合を見に行った。	One day in 1906, a newspaper cartoonist named Tad Dorgan went to a baseball game.
ドーガン	ドーガン	１９０６年のある日、タッド・ドーガンという名の新聞漫画家が野球の試合を見に行った。	One day in 1906, a newspaper cartoonist named Tad Dorgan went to a baseball game.
タッド	タッド	１９０６年のある日、タッド・ドーガンという名の新聞漫画家が野球の試合を見に行った。	One day in 1906, a newspaper cartoonist named Tad Dorgan went to a baseball game.
健康保険	ケンコウホケン	その会社は全社員に対して健康保険と生命保険をかけている。	The company provides health and life insurance benefits for all of its employees.
全社員	ゼンシャイン	その会社は全社員に対して健康保険と生命保険をかけている。	The company provides health and life insurance benefits for all of its employees.
死傷	シショウ	列車が脱線して、約30名の乗客が死傷した。	The train was derailed and about thirty passengers were either killed or injured.
経験者	ケイケンシャ	現在私どもは、カスタマーサービスの経験者を探しています。	We are currently looking for individuals who have experience in customer service.
渡米	トベイ	今日の新聞によると、首相は渡米を断念したそうだ。	Today's paper reports that the premier has given up the idea of visiting America.
安	アン	「これいくらで買ったの？」「20ユーロくらい」「安っ！ 嘘でしょ？」	"How much did you pay for this?" "About 20 euros." "Wow! That's incredibly cheap."
大富豪	ダイフゴウ	たとえいくらかかろうともその傑作は手に入れると、その大富豪は言い張った。	The millionaire insisted on acquiring the masterpiece no matter how much it cost.
無頓着	ムトンチャク	若い男性にはありがちだが、彼は健康に無頓着だ。	As is often the case with young men, he does not pay much attention to his health.
王座	オウザ	現在のチャンピオンは彼であり、その王座を奪える新人挑戦者はいないだろう。	He's reigning champion, and no young challenger is going to take it away from him.
挑戦者	チョウセンシャ	現在のチャンピオンは彼であり、その王座を奪える新人挑戦者はいないだろう。	He's reigning champion, and no young challenger is going to take it away from him.
苦学生	クガクセイ	あおいは、苦学生だから、そんな高級なもの、持てないです。	I'm putting myself through school, so I can't have things that are that expensive.
葵	アオイ	あおいは、苦学生だから、そんな高級なもの、持てないです。	I'm putting myself through school, so I can't have things that are that expensive.
1973	イチキュウナナサン	１８２０年から１９７３年の間に合衆国は、４６００万以上の移民を受け入れた。	Between 1820 and 1973, the United States admitted more than 46 million immigrants.
46000000	ヨンロクレイレイマン	１８２０年から１９７３年の間に合衆国は、４６００万以上の移民を受け入れた。	Between 1820 and 1973, the United States admitted more than 46 million immigrants.
1820	イチハチニレイ	１８２０年から１９７３年の間に合衆国は、４６００万以上の移民を受け入れた。	Between 1820 and 1973, the United States admitted more than 46 million immigrants.
グラタン	グラタン	このグラタンはきのうの残り物を利用して作ったんだ。なかなかおいしいでしょ。	I made this gratin using yesterday's leftovers. It tastes pretty good, doesn't it?
クレオパトラ	クレオパトラ	もしもクレオパトラの鼻がもっと低かったら、世界の歴史は変わっていただろう。	If Cleopatra's nose had been shorter, the history of the world would be different.
一利	イチリ	どの宗教も、人と同じように一利あれば一害ありさ。	Every religion, like every person, has brought good and bad things into the world.
練習中	レンシュウチュウ	トムは練習中に左のひざを痛めてしまったので、ジョンがかわりに試合に出なければならなかった。	Tom hurt his left knee during practice, so John had to play the game in his place.
生態学者	セイタイガクシャ	石油は天の恵みであるだけでなく災いのもとでもある、とその生態学者は私たちに警告した。	The ecologist warned us that petroleum was not merely a blessing but also a curse.
災い	ワザワイ	石油は天の恵みであるだけでなく災いのもとでもある、とその生態学者は私たちに警告した。	The ecologist warned us that petroleum was not merely a blessing but also a curse.
テレビドラマ	テレビドラマ	そのテレビドラマは大変人気が高かったので、その時代に対する人々の関心が高まった。	The drama on TV was so popular that it stirred up people's interest in the period.
